0.000140292	-449211.01	-0,2.30394e-06,4.66774e-06,7.09457e-06,9.5879e-06,1.21515e-05,1.47894e-05,1.7506e-05,2.03063e-05,2.31954e-05,2.61793e-05,2.92644e-05,3.24577e-05,3.57672e-05,3.92016e-05,4.27708e-05,4.64856e-05,5.03586e-05,5.44037e-05,5.86371e-05,6.3077e-05,6.77448e-05,7.26649e-05,7.78664e-05,8.33833e-05,8.92564e-05,9.55348e-05,0.000102279,0.000109563,0.000117481,0.000126154,0.000135742,0.00014646,0.000158612,0.00017264,0.000189231,0.000209537,0.000235717,0.000272614,0.000335691,inf	4381.29,1163.03,1289.08,1366.78,1421.06,1461.64,1493.45,1519.21,1540.72,1558.92,1581.92,1581.92,1606.19,1606.19,1625.58,1625.58,1641.53,1641.53,1654.88,1654.88,1666.16,1666.16,1675.78,1675.78,1683.97,1683.97,1690.87,1690.87,1696.45,1696.45,1700.65,1700.65,1703.02,1703.02,1702.41,1702.41,1694.54,1694.54,1287.8,1287.8
0.00014354	-445363.44	-0,2.30394e-06,4.66774e-06,7.09457e-06,9.5879e-06,1.21515e-05,1.47894e-05,1.7506e-05,2.03063e-05,2.31954e-05,2.61793e-05,2.92644e-05,3.24577e-05,3.57672e-05,3.92016e-05,4.27708e-05,4.64856e-05,5.03586e-05,5.44037e-05,5.86371e-05,6.3077e-05,6.77448e-05,7.26649e-05,7.78664e-05,8.33833e-05,8.92564e-05,9.55348e-05,0.000102279,0.000109563,0.000117481,0.000126154,0.000135742,0.00014646,0.000158612,0.00017264,0.000189231,0.000209537,0.000235717,0.000272614,0.000335691,inf	10955.7,939.341,1079.22,1168.76,1233.93,1284.33,1324.88,1358.45,1386.96,1411.47,1442.95,1442.95,1476.76,1476.76,1504.16,1504.16,1526.99,1526.99,1546.25,1546.25,1562.63,1562.63,1576.6,1576.6,1588.48,1588.48,1598.38,1598.38,1606.24,1606.24,1611.84,1611.84,1614.4,1614.4,1611.92,1611.92,1597.18,1597.18,943.841,943.841
0.000145381	-443789.29	-0,2.30394e-06,4.66774e-06,7.09457e-06,9.5879e-06,1.21515e-05,1.47894e-05,1.7506e-05,2.03063e-05,2.31954e-05,2.61793e-05,2.92644e-05,3.24577e-05,3.57672e-05,3.92016e-05,4.27708e-05,4.64856e-05,5.03586e-05,5.44037e-05,5.86371e-05,6.3077e-05,6.77448e-05,7.26649e-05,7.78664e-05,8.33833e-05,8.92564e-05,9.55348e-05,0.000102279,0.000109563,0.000117481,0.000126154,0.000135742,0.00014646,0.000158612,0.00017264,0.000189231,0.000209537,0.000235717,0.000272614,0.000335691,inf	30029.9,950.575,1081.55,1155.57,1209.2,1251.87,1287.3,1317.57,1343.94,1367.11,1397.53,1397.53,1431.04,1431.04,1458.77,1458.77,1482.26,1482.26,1502.33,1502.33,1519.55,1519.55,1534.28,1534.28,1546.81,1546.81,1557.16,1557.16,1565.2,1565.2,1570.59,1570.59,1572.34,1572.34,1567.91,1567.91,1548.45,1548.45,749.884,749.884
0.000145978	-443885.85	-0,2.30394e-06,4.66774e-06,7.09457e-06,9.5879e-06,1.21515e-05,1.47894e-05,1.7506e-05,2.03063e-05,2.31954e-05,2.61793e-05,2.92644e-05,3.24577e-05,3.57672e-05,3.92016e-05,4.27708e-05,4.64856e-05,5.03586e-05,5.44037e-05,5.86371e-05,6.3077e-05,6.77448e-05,7.26649e-05,7.78664e-05,8.33833e-05,8.92564e-05,9.55348e-05,0.000102279,0.000109563,0.000117481,0.000126154,0.000135742,0.00014646,0.000158612,0.00017264,0.000189231,0.000209537,0.000235717,0.000272614,0.000335691,inf	76599.9,1088.92,1220.06,1266.88,1295.68,1319.36,1340.6,1360.21,1378.44,1395.25,1418.43,1418.43,1445.28,1445.28,1468.44,1468.44,1488.66,1488.66,1506.33,1506.33,1521.72,1521.72,1535.01,1535.01,1546.31,1546.31,1555.58,1555.58,1562.58,1562.58,1566.85,1566.85,1567.27,1567.27,1560.99,1560.99,1538.3,1538.3,642.223,642.223
0.000145846	-444456.57	-0,2.30394e-06,4.66774e-06,7.09457e-06,9.5879e-06,1.21515e-05,1.47894e-05,1.7506e-05,2.03063e-05,2.31954e-05,2.61793e-05,2.92644e-05,3.24577e-05,3.57672e-05,3.92016e-05,4.27708e-05,4.64856e-05,5.03586e-05,5.44037e-05,5.86371e-05,6.3077e-05,6.77448e-05,7.26649e-05,7.78664e-05,8.33833e-05,8.92564e-05,9.55348e-05,0.000102279,0.000109563,0.000117481,0.000126154,0.000135742,0.00014646,0.000158612,0.00017264,0.000189231,0.000209537,0.000235717,0.000272614,0.000335691,inf	143134,1236.36,1407.34,1433.7,1435.74,1436.68,1440.12,1445.93,1453.31,1461.49,1474.68,1474.68,1492.02,1492.02,1508.45,1508.45,1523.73,1523.73,1537.64,1537.64,1550.1,1550.1,1561.03,1561.03,1570.39,1570.39,1578,1578,1583.53,1583.53,1586.39,1586.39,1585.4,1585.4,1577.48,1577.48,1552.52,1552.52,579.361,579.361
0.000145213	-445093.53	-0,2.30394e-06,4.66774e-06,7.09457e-06,9.5879e-06,1.21515e-05,1.47894e-05,1.7506e-05,2.03063e-05,2.31954e-05,2.61793e-05,2.92644e-05,3.24577e-05,3.57672e-05,3.92016e-05,4.27708e-05,4.64856e-05,5.03586e-05,5.44037e-05,5.86371e-05,6.3077e-05,6.77448e-05,7.26649e-05,7.78664e-05,8.33833e-05,8.92564e-05,9.55348e-05,0.000102279,0.000109563,0.000117481,0.000126154,0.000135742,0.00014646,0.000158612,0.00017264,0.000189231,0.000209537,0.000235717,0.000272614,0.000335691,inf	182854,1280,1565.55,1599.62,1584.33,1565.89,1552.7,1545.08,1541.6,1541.13,1544.13,1544.13,1551.8,1551.8,1561.36,1561.36,1571.59,1571.59,1581.72,1581.72,1591.24,1591.24,1599.85,1599.85,1607.34,1607.34,1613.41,1613.41,1617.62,1617.62,1619.33,1619.33,1617.28,1617.28,1608.32,1608.32,1582.19,1582.19,540.978,540.978
0.000144226	-445681.60	-0,2.30394e-06,4.66774e-06,7.09457e-06,9.5879e-06,1.21515e-05,1.47894e-05,1.7506e-05,2.03063e-05,2.31954e-05,2.61793e-05,2.92644e-05,3.24577e-05,3.57672e-05,3.92016e-05,4.27708e-05,4.64856e-05,5.03586e-05,5.44037e-05,5.86371e-05,6.3077e-05,6.77448e-05,7.26649e-05,7.78664e-05,8.33833e-05,8.92564e-05,9.55348e-05,0.000102279,0.000109563,0.000117481,0.000126154,0.000135742,0.00014646,0.000158612,0.00017264,0.000189231,0.000209537,0.000235717,0.000272614,0.000335691,inf	194431,1251.61,1701.98,1766.66,1740.94,1704.84,1675.21,1653.96,1639.34,1629.92,1622.45,1622.45,1620.18,1620.18,1622.69,1622.69,1627.86,1627.86,1634.19,1634.19,1640.83,1640.83,1647.2,1647.2,1652.95,1652.95,1657.63,1657.63,1660.72,1660.72,1661.55,1661.55,1658.8,1658.8,1649.33,1649.33,1623,1623,517.073,517.073
0.000143059	-446081.16	-0,2.30394e-06,4.66774e-06,7.09457e-06,9.5879e-06,1.21515e-05,1.47894e-05,1.7506e-05,2.03063e-05,2.31954e-05,2.61793e-05,2.92644e-05,3.24577e-05,3.57672e-05,3.92016e-05,4.27708e-05,4.64856e-05,5.03586e-05,5.44037e-05,5.86371e-05,6.3077e-05,6.77448e-05,7.26649e-05,7.78664e-05,8.33833e-05,8.92564e-05,9.55348e-05,0.000102279,0.000109563,0.000117481,0.000126154,0.000135742,0.00014646,0.000158612,0.00017264,0.000189231,0.000209537,0.000235717,0.000272614,0.000335691,inf	195693,1194.72,1828.23,1937.92,1905.48,1851.79,1805.03,1769.47,1743.23,1724.4,1706.03,1706.03,1693.49,1693.49,1688.83,1688.83,1688.88,1688.88,1691.45,1691.45,1695.26,1695.26,1699.51,1699.51,1703.63,1703.63,1707.09,1707.09,1709.28,1709.28,1709.47,1709.47,1706.35,1706.35,1696.85,1696.85,1671.13,1671.13,501.37,501.37
0.000141818	-446316.64	-0,2.30394e-06,4.66774e-06,7.09457e-06,9.5879e-06,1.21515e-05,1.47894e-05,1.7506e-05,2.03063e-05,2.31954e-05,2.61793e-05,2.92644e-05,3.24577e-05,3.57672e-05,3.92016e-05,4.27708e-05,4.64856e-05,5.03586e-05,5.44037e-05,5.86371e-05,6.3077e-05,6.77448e-05,7.26649e-05,7.78664e-05,8.33833e-05,8.92564e-05,9.55348e-05,0.000102279,0.000109563,0.000117481,0.000126154,0.000135742,0.00014646,0.000158612,0.00017264,0.000189231,0.000209537,0.000235717,0.000272614,0.000335691,inf	193696,1120.44,1938.75,2105.6,2070.16,1999.73,1935.87,1885.81,1847.86,1819.54,1790.27,1790.27,1767.57,1767.57,1755.95,1755.95,1751.06,1751.06,1750.08,1750.08,1751.3,1751.3,1753.65,1753.65,1756.39,1756.39,1758.88,1758.88,1760.43,1760.43,1760.3,1760.3,1757.18,1757.18,1748.13,1748.13,1723.8,1723.8,490.2,490.2
0.000140559	-446450.81	-0,2.30394e-06,4.66774e-06,7.09457e-06,9.5879e-06,1.21515e-05,1.47894e-05,1.7506e-05,2.03063e-05,2.31954e-05,2.61793e-05,2.92644e-05,3.24577e-05,3.57672e-05,3.92016e-05,4.27708e-05,4.64856e-05,5.03586e-05,5.44037e-05,5.86371e-05,6.3077e-05,6.77448e-05,7.26649e-05,7.78664e-05,8.33833e-05,8.92564e-05,9.55348e-05,0.000102279,0.000109563,0.000117481,0.000126154,0.000135742,0.00014646,0.000158612,0.00017264,0.000189231,0.000209537,0.000235717,0.000272614,0.000335691,inf	190494,1032.3,2025.33,2259.96,2226.72,2141.68,2061.65,1997.81,1948.63,1911.21,1871.54,1871.54,1839.31,1839.31,1821.21,1821.21,1811.85,1811.85,1807.73,1807.73,1806.73,1806.73,1807.54,1807.54,1809.25,1809.25,1811.09,1811.09,1812.37,1812.37,1812.27,1812.27,1809.56,1809.56,1801.47,1801.47,1779.31,1779.31,481.59,481.59
